device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,predicted_accuracy,tree_disagreement,candidate_on_off_ratio,candidate_mode,candidate_state_count,historical_mean_abs_error_pp,historical_median_abs_error_pp,historical_max_abs_error_pp,historical_validation_rows,validation_adjusted_score,nearest_known_device,nearest_known_family,descriptor_distance_to_nearest_known,numeric_descriptor_distance,categorical_mismatch_fraction,accuracy_margin_pp,passes_accuracy,passes_cost,passes_distance,feasible,reverse_design_rank
2.128684,0.3281111958478591,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.05493182539682,0.03615245531499042,2.128684,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.8512721032756,TaOx_01,TaOx,1.5877142765743397,1.5877142765743397,0.0,0.35127210327560476,True,True,True,True,60
2.02898,0.30727776614007485,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.04202865873015,0.035950956646320635,2.02898,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83836893660893,TaOx_01,TaOx,1.597953479627382,1.597953479627382,0.0,0.33836893660892997,True,True,True,True,61
2.0,0.3010299956639812,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.04202865873015,0.035950956646320635,2.0,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83836893660893,TaOx_01,TaOx,1.6010245153102458,1.6010245153102458,0.0,0.33836893660892997,True,True,True,True,62
1.705978,0.23197342628038578,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.01610124963925,0.046404288638863936,1.705978,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.81244152751803,TaOx_01,TaOx,1.6349801373854262,1.6349801373854262,0.0,0.31244152751803256,True,True,True,True,63
2909.09,3.463757157444634,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14749808730159,0.04327890058426264,2909.09,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93922359443002,TaOx_01,TaOx,2.4522159425615904,2.4522159425615904,0.0,0.43922359443001824,True,True,True,True,64
1587.512707,3.2007172102209553,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14749808730159,0.04327890058426264,1587.512707,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93922359443002,TaOx_01,TaOx,2.4557238868326454,2.4557238868326454,0.0,0.43922359443001824,True,True,True,True,65
1000.0,3.0,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14749808730159,0.04327890058426264,1000.0,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93922359443002,TaOx_01,TaOx,2.463103688650205,2.463103688650205,0.0,0.43922359443001824,True,True,True,True,66
866.31785,2.9376772628887164,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14749808730159,0.04327890058426264,866.31785,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93922359443002,TaOx_01,TaOx,2.466217781666995,2.466217781666995,0.0,0.43922359443001824,True,True,True,True,67
472.75629,2.674637315822986,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14749808730159,0.04327890058426264,472.75629,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93922359443002,TaOx_01,TaOx,2.4836090762434173,2.4836090762434173,0.0,0.43922359443001824,True,True,True,True,68
257.986731,2.4115973695226383,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14648303968252,0.04360996649333298,257.986731,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93820854681096,TaOx_01,TaOx,2.5077542740386605,2.5077542740386605,0.0,0.4382085468109551,True,True,True,True,69
140.785336,2.148557421667331,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14648303968252,0.04360996649333298,140.785336,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93820854681096,TaOx_01,TaOx,2.538460658334121,2.538460658334121,0.0,0.4382085468109551,True,True,True,True,70
80.0,1.9030899869919435,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14648303968252,0.04360996649333298,80.0,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93820854681096,TaOx_01,TaOx,2.5728275925090043,2.5728275925090043,0.0,0.4382085468109551,True,True,True,True,71
76.827637,1.8855174757282112,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.1449958015873,0.041488142840853455,76.827637,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93672130871573,TaOx_01,TaOx,2.575493561695654,2.575493561695654,0.0,0.43672130871573245,True,True,True,True,72
76.0,1.8808135922807914,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.1449958015873,0.041488142840853455,76.0,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93672130871573,TaOx_01,TaOx,2.576211791967069,2.576211791967069,0.0,0.43672130871573245,True,True,True,True,73
45.4,1.657055852857104,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14325778571428,0.042055742280119886,45.4,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93498329284272,TaOx_01,TaOx,2.612584375733478,2.612584375733478,0.0,0.4349832928427162,True,True,True,True,74
41.92543,1.6224775255576593,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14325778571428,0.042055742280119886,41.92543,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93498329284272,TaOx_01,TaOx,2.6185845835330523,2.6185845835330523,0.0,0.4349832928427162,True,True,True,True,75
22.879029,1.359437588788364,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14325778571428,0.042055742280119886,22.879029,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93498329284272,TaOx_01,TaOx,2.6674401401811534,2.6674401401811534,0.0,0.4349832928427162,True,True,True,True,76
12.485261,1.096397625556008,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.14033454761905,0.040404670821410665,12.485261,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93206005474748,TaOx_01,TaOx,2.7217498358661225,2.7217498358661225,0.0,0.4320600547474811,True,True,True,True,77
6.813303,0.8333577032358783,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.13956578571428,0.04205000469475014,6.813303,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93129129284272,TaOx_01,TaOx,2.7811941582841566,2.7811941582841566,0.0,0.4312912928427153,True,True,True,True,78
5.0,0.6989700043360189,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.13956578571428,0.04205000469475014,5.0,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93129129284272,TaOx_01,TaOx,2.8134421465069495,2.8134421465069495,0.0,0.4312912928427153,True,True,True,True,79
3.718072,0.5703177955757218,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.13956578571428,0.04205000469475014,3.718072,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.93129129284272,TaOx_01,TaOx,2.845451326994547,2.845451326994547,0.0,0.4312912928427153,True,True,True,True,80
2.128684,0.3281111958478591,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.12921946031746,0.05321957496224065,2.128684,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.92094496744589,TaOx_01,TaOx,2.9086011420012623,2.9086011420012623,0.0,0.42094496744589094,True,True,True,True,81
2.02898,0.30727776614007485,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.12254373809523,0.04740497372390595,2.02898,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.91426924522366,TaOx_01,TaOx,2.9142030303783444,2.9142030303783444,0.0,0.4142692452236645,True,True,True,True,82
2.0,0.3010299956639812,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.12254373809523,0.04740497372390595,2.0,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.91426924522366,TaOx_01,TaOx,2.915888111337175,2.915888111337175,0.0,0.4142692452236645,True,True,True,True,83
1.705978,0.23197342628038578,1,16,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,31,0,2,8,203264,10,256,2560,96.11680319047619,0.04665678897429677,1.705978,DISCRETE_MULTILEVEL,16,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,95.90852869760462,TaOx_01,TaOx,2.934669321892662,2.934669321892662,0.0,0.4085286976046234,True,True,True,True,84
