"held_out_study","devices","mean_global_mae_pp","mean_global_rmse_pp","mean_baseline_regret_pp","mean_guarded_regret_pp","max_guarded_regret_pp","guarded_success_rate"
"10.1002/pssr.202000524","1","2.76113751994876","7.28947373898364","0.659999999999997","0","0","1"
"10.1007/s42835-019-00107-y","1","0.185370580007295","0.503258135139759","0.309999999999988","0.0499999999999972","0.0499999999999972","1"
"10.1016/j.spmi.2017.10.031","1","0.176159697814884","0.329550649619716","0.340000000000003","0.0499999999999972","0.0499999999999972","1"
"10.1038/s41598-017-18329-3","1","0.649186685829137","2.17445941181995","0.370000000000005","0.100000000000009","0.100000000000009","1"
"10.1038/s41598-019-44607-3","3","7.08766268065495","13.4668788150937","7.13333333333333","0.0499999999999972","0.0600000000000023","1"
"10.1088/2634-4386/ac7327","1","2.84934705124581","7.011757109487","0.310000000000002","0.140000000000001","0.140000000000001","1"
"10.1109/TNANO.2024.3485213","1","0.377791475021351","1.24586566752945","0.679999999999993","0.219999999999999","0.219999999999999","1"
"10.3390/electronics7120445","1","1.28984684379951","4.30053648617588","0.269999999999996","0.0600000000000023","0.0600000000000023","1"
