"held_out_study","devices","all_devices_pass","max_guarded_regret_pp"
"10.1002/pssr.202000524","1","True","0"
"10.1007/s42835-019-00107-y","1","True","0.0499999999999972"
"10.1016/j.spmi.2017.10.031","1","True","0.0499999999999972"
"10.1038/s41598-017-18329-3","1","True","0.100000000000009"
"10.1038/s41598-019-44607-3","3","True","0.0600000000000023"
"10.1088/2634-4386/ac7327","1","True","0.140000000000001"
"10.1109/TNANO.2024.3485213","1","True","0.219999999999999"
"10.3390/electronics7120445","1","True","0.0600000000000023"
