custom_device_name,on_off_ratio,conductance_mode,fixed_state_count,fixed_state_count_is_reported_by_user,candidate_configurations,accuracy_first_crossbar,accuracy_first_weight_bits,accuracy_first_adc_bits,accuracy_first_predicted_accuracy,validation_aware_crossbar,validation_aware_weight_bits,validation_aware_adc_bits,validation_aware_predicted_accuracy,validation_aware_historical_error_penalty_pp,validation_adjusted_score,tree_disagreement,nearest_known_device,nearest_known_family,descriptor_distance_to_nearest_known,numeric_descriptor_distance,categorical_mismatch_fraction
TestGradual,50.0,GRADUAL_MULTILEVEL,0,False,245,16,6,10,96.29472887301586,16,6,10,96.29472887301586,0.02638976379509553,96.26833910922076,0.010470621740151466,HfOx_01,HfOx,0.020908117274374895,0.020908117274374895,0.0
