device_id,technology_family,device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,device_state_count_status,parameter_source,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,accuracy,accuracy_loss
ZnO_01,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,64,2,3,1,2,9,203264,56,512,28672,11.19,85.04
ZnO_01,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,16,2,3,1,2,9,203264,800,512,409600,11.17,85.06
ZnO_01,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,32,2,3,1,2,9,203264,208,512,106496,11.14,85.09
ZnO_01,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,128,2,3,1,2,4,203264,16,16,256,10.98,85.25
ZnO_01,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,2,3,1,2,4,203264,10,16,160,10.16,86.07000000000001
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,8,13,0,2,9,203264,56,512,28672,96.17,0.0600000000000022
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,7,13,0,2,9,203264,56,512,28672,96.17,0.0600000000000022
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,6,13,0,2,9,203264,56,512,28672,96.17,0.0600000000000022
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,5,13,0,2,9,203264,56,512,28672,96.17,0.0600000000000022
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,4,13,0,2,9,203264,56,512,28672,96.17,0.0600000000000022
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,7,13,0,2,7,203264,208,128,26624,96.13,0.1000000000000085
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,6,13,0,2,7,203264,208,128,26624,96.13,0.1000000000000085
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,5,13,0,2,7,203264,208,128,26624,96.13,0.1000000000000085
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,8,13,0,2,7,203264,208,128,26624,96.13,0.1000000000000085
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,4,13,0,2,7,203264,208,128,26624,96.13,0.1000000000000085
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,7,13,0,2,8,203264,800,256,204800,96.12,0.1099999999999994
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,6,13,0,2,8,203264,800,256,204800,96.12,0.1099999999999994
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,8,13,0,2,8,203264,800,256,204800,96.12,0.1099999999999994
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,5,13,0,2,8,203264,800,256,204800,96.12,0.1099999999999994
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,4,13,0,2,8,203264,800,256,204800,96.12,0.1099999999999994
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,6,13,0,2,8,203264,208,256,53248,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,5,13,0,2,8,203264,208,256,53248,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,4,13,0,2,8,203264,208,256,53248,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,5,13,0,2,9,203264,800,512,409600,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,8,13,0,2,9,203264,800,512,409600,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,6,13,0,2,9,203264,800,512,409600,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,4,13,0,2,10,203264,56,1024,57344,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,6,13,0,2,10,203264,16,1024,16384,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,8,13,0,2,10,203264,16,1024,16384,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,7,13,0,2,10,203264,16,1024,16384,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,5,13,0,2,10,203264,16,1024,16384,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,4,13,0,2,10,203264,16,1024,16384,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,8,13,0,2,10,203264,56,1024,57344,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,7,13,0,2,10,203264,56,1024,57344,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,4,13,0,2,9,203264,800,512,409600,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,5,13,0,2,10,203264,56,1024,57344,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,6,13,0,2,10,203264,56,1024,57344,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,7,13,0,2,9,203264,800,512,409600,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,8,13,0,2,8,203264,208,256,53248,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,7,13,0,2,8,203264,208,256,53248,96.11,0.1200000000000045
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,5,13,0,2,10,203264,208,1024,212992,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,13,0,2,10,203264,10,1024,10240,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,8,13,0,2,10,203264,10,1024,10240,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,4,13,0,2,9,203264,208,512,106496,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,4,13,0,2,10,203264,208,1024,212992,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,5,13,0,2,9,203264,208,512,106496,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,6,13,0,2,10,203264,208,1024,212992,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,6,13,0,2,9,203264,208,512,106496,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,6,13,0,2,10,203264,800,1024,819200,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,5,13,0,2,10,203264,800,1024,819200,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,7,13,0,2,10,203264,800,1024,819200,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,4,13,0,2,10,203264,800,1024,819200,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,7,13,0,2,10,203264,208,1024,212992,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,7,13,0,2,9,203264,208,512,106496,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,8,13,0,2,10,203264,208,1024,212992,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,32,8,13,0,2,9,203264,208,512,106496,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,5,13,0,2,10,203264,10,1024,10240,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,8,13,0,2,10,203264,800,1024,819200,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,6,13,0,2,10,203264,10,1024,10240,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,13,0,2,10,203264,10,1024,10240,96.1,0.1300000000000096
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,5,13,0,2,8,203264,56,256,14336,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,6,13,0,2,8,203264,56,256,14336,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,7,13,0,2,8,203264,56,256,14336,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,8,13,0,2,8,203264,56,256,14336,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,4,13,0,2,9,203264,16,512,8192,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,5,13,0,2,9,203264,16,512,8192,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,13,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,5,13,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,6,13,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,7,13,0,2,9,203264,16,512,8192,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,8,13,0,2,9,203264,16,512,8192,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,6,13,0,2,9,203264,16,512,8192,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,4,13,0,2,8,203264,56,256,14336,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,8,13,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,13,0,2,9,203264,10,512,5120,96.08,0.1500000000000056
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,6,13,0,2,7,203264,800,128,102400,96.07,0.1600000000000108
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,5,13,0,2,7,203264,800,128,102400,96.07,0.1600000000000108
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,7,13,0,2,7,203264,800,128,102400,96.07,0.1600000000000108
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,4,13,0,2,7,203264,800,128,102400,96.07,0.1600000000000108
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,8,13,0,2,7,203264,800,128,102400,96.07,0.1600000000000108
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,8,13,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,7,13,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,6,13,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,7,13,0,2,8,203264,16,256,4096,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,6,13,0,2,8,203264,16,256,4096,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,4,13,0,2,8,203264,16,256,4096,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,5,13,0,2,8,203264,16,256,4096,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,128,8,13,0,2,8,203264,16,256,4096,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,5,13,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,16,4,13,0,2,6,203264,800,64,51200,96.04,0.1899999999999977
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,13,0,2,8,203264,10,256,2560,96.03,0.2000000000000028
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,13,0,2,8,203264,10,256,2560,96.03,0.2000000000000028
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,8,13,0,2,8,203264,10,256,2560,96.03,0.2000000000000028
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,6,13,0,2,8,203264,10,256,2560,96.03,0.2000000000000028
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,5,13,0,2,8,203264,10,256,2560,96.03,0.2000000000000028
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,5,13,0,2,7,203264,10,128,1280,96.01,0.2199999999999988
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,13,0,2,7,203264,10,128,1280,96.01,0.2199999999999988
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,8,13,0,2,7,203264,10,128,1280,96.01,0.2199999999999988
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,6,13,0,2,7,203264,10,128,1280,96.01,0.2199999999999988
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,7,13,0,2,7,203264,10,128,1280,96.01,0.2199999999999988
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,8,13,0,2,6,203264,56,64,3584,95.96,0.2700000000000102
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,4,13,0,2,6,203264,56,64,3584,95.96,0.2700000000000102
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,5,13,0,2,6,203264,56,64,3584,95.96,0.2700000000000102
TaOx_01,TaOx,2909.09,3.463757157444634,1,7,DISCRETE_MULTILEVEL,DERIVED,absolute,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,64,6,13,0,2,6,203264,56,64,3584,95.96,0.2700000000000102
