method,devices,mean_pareto_recall,mean_pareto_precision,mean_pareto_f1,mean_normalized_front_distance,mean_hypervolume_abs_error,mean_cost_budget_regret_pp,max_cost_budget_regret_pp
FULL_DEVICE_AWARE,10,0.3322554492291334,0.3213712757830405,0.3067778097618218,0.05216408193157361,0.00040540128642682085,0.05649999999999942,0.4099999999999966
HARDWARE_ONLY,10,0.30631616921090604,0.2622564102564103,0.2612059829927801,0.07194349210526181,0.0006529899843605747,0.1322499999999998,2.510000000000005
