held_out_device,held_out_study,held_out_family,method,row_position,crossbar_size,requested_weight_bits,adc_bits,mapping_strategy,cost_proxy,actual_accuracy,predicted_accuracy,is_true_pareto,is_predicted_pareto
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,0,128,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,96.32,95.88984608095822,True,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,1,16,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.31,96.22400336514984,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,2,16,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.3,96.26882415141176,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,3,64,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,96.3,95.6326782589322,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,4,32,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.3,96.26161190967763,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,5,256,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.3,96.23232083335417,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,6,64,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,96.3,95.62287725952571,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,7,16,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.28,96.21449009902835,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,8,128,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.28,96.2384849934404,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,9,64,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,96.27,95.61415419891081,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,10,64,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.27,96.26986051575675,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,11,16,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,96.27,95.73142987423522,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,12,32,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,96.26,96.13665667727483,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,13,64,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,96.26,96.20622152440053,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,14,32,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.26,96.22658268940037,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,15,256,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.26,96.2127681856024,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,16,256,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,96.26,95.7553214438617,True,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,17,32,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,96.25,96.12134755795184,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,18,16,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.25,96.21635395933485,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,19,32,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.25,96.1924829375249,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,20,32,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.25,96.22461777944766,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,21,256,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,96.25,95.84151800452976,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,22,128,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,96.25,96.14993166450382,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,23,64,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,96.25,96.18192315260403,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,24,64,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,96.24,96.19577183108223,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,25,256,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,96.24,96.12487194238078,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,26,256,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,96.24,96.14284333463448,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,27,16,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.24,96.226618879813,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,28,16,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,96.24,95.75622207687485,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,29,32,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.24,96.23167082425306,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,30,32,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,96.23,96.08451253922377,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,31,16,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.23,96.20447745672637,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,32,32,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,96.23,96.14258410031334,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,33,64,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,96.23,96.01337389644179,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,34,128,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,96.23,95.79924210999562,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,35,256,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,96.22,96.12457585808625,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,36,64,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.22,96.22281690254508,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,37,32,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,96.22,95.92839466220147,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,38,256,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.22,96.18570445784948,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,39,128,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,96.22,96.1318751878729,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,40,256,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,96.22,95.84544444766024,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,41,16,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.22,96.18440060928833,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,42,16,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,96.22,96.04460467290546,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,43,16,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,96.22,96.05986807211741,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,44,16,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,96.22,96.04411795604341,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,45,128,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.21,96.20058792921414,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,46,32,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,96.21,95.89773307283555,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,47,16,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.21,96.16845938684672,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,48,16,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.21,96.20153237932381,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,49,64,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.21,96.20451957808791,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,50,128,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,96.21,94.83033910483476,True,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,51,64,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,96.21,95.54503984769977,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,52,64,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,96.21,96.05285180166452,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,53,32,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.2,96.21977477141505,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,54,16,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,96.2,95.9568437460906,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,55,128,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.2,96.20127424887181,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,56,128,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,96.2,95.78647425061054,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,57,32,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,96.2,95.85402941359777,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,58,64,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,96.19,95.97429057600287,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,59,256,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,96.19,93.83696244217546,True,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,60,16,6,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,96.19,91.18317782358658,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,61,128,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,96.19,96.13848714701467,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,62,16,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,96.18,95.73941888756895,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,63,16,8,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,96.17,91.13921914898984,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,64,16,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.17,96.14991050483336,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,65,64,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,96.17,96.04698655934587,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,66,128,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,96.17,95.78486600402127,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,67,128,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,96.17,94.77582577820314,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,68,32,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.16,96.10971583113356,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,69,64,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.16,96.15626685159296,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,70,128,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,96.15,96.09324626976611,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,71,128,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,96.15,94.66454217082436,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,72,256,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,96.15,93.89705996280482,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,73,256,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.14,96.13462882074212,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,74,256,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,96.14,93.81459834618812,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,75,256,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,96.14,96.08209719745213,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,76,128,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,96.14,94.68979801640032,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,77,16,7,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,96.13,91.28598858286163,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,78,32,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,96.13,95.22301661799546,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,79,64,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,96.13,96.13141538137312,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,80,256,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,96.13,95.61169935010707,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,81,32,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,96.13,95.11831027231106,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,82,32,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.13,96.14122150960654,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,83,32,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,96.13,95.33525075353907,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,84,32,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,96.13,95.92362267188005,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,85,16,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.13,96.12201987501702,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,86,128,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.12,96.1412252840889,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,87,32,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,96.12,95.80512352159025,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,88,64,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,96.11,96.05440773142422,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,89,16,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,96.11,95.9340145137804,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,90,32,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,96.11,95.3024765903819,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,91,16,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.1,96.13656349442364,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,92,64,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,96.1,94.24752793649803,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,93,256,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,96.1,95.67222208931284,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,94,256,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,96.1,93.57985363315946,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,95,64,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,96.1,94.25308693066894,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,96,128,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,96.08,94.61501880394113,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,97,16,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.08,96.05839014509506,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,98,16,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,96.08,95.66885561285768,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,99,128,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,96.08,95.70577370080389,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,100,256,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,96.07,95.9761601721399,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,101,32,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,96.07,95.98508900681668,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,102,16,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.07,96.0569099654338,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,103,32,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.07,96.06420257534964,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,104,256,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.06,96.04717040319869,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,105,32,8,5,IDEALIZED_SINGLE_PAIR_GRADUAL,6656.0,96.06,89.40257753143842,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,106,128,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,96.06,95.99693622075624,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,107,64,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,96.06,94.2728938209977,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,108,64,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.06,96.05628515066138,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,109,16,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.06,96.07603847788799,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,110,256,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,96.05,93.55037599521556,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,111,128,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.05,96.0608351406976,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,112,64,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,96.04,94.15823327757708,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,113,32,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.04,96.06922851692777,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,114,64,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,96.04,95.42073953134415,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,115,64,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,96.03,95.91029115282265,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,116,16,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,96.0,95.5453838033258,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,117,16,5,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,95.96,91.55251786484091,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,118,32,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,95.94,95.26780957754835,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,119,128,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,95.87,91.61032231248979,True,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,120,128,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,95.86,91.57038930842187,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,121,256,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,95.86,91.07668643505146,True,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,122,32,7,5,IDEALIZED_SINGLE_PAIR_GRADUAL,6656.0,95.85,90.28551462770078,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,123,64,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,95.84,94.2838720941972,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,124,128,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,95.84,91.59140246028973,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,125,256,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,95.83,90.83024786111436,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,126,16,4,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,95.83,92.06403639430987,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,127,32,5,5,IDEALIZED_SINGLE_PAIR_GRADUAL,6656.0,95.82,89.68657051715122,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,128,256,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,95.81,91.29954729910148,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,129,256,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,95.8,90.69102032283689,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,130,32,6,5,IDEALIZED_SINGLE_PAIR_GRADUAL,6656.0,95.8,89.42493957629256,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,131,128,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,95.78,91.76437412115864,False,True
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,132,32,4,5,IDEALIZED_SINGLE_PAIR_GRADUAL,6656.0,95.72,89.8163188899774,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,133,128,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,95.66,91.75063925133327,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,134,256,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,95.64,90.97157821637506,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,135,64,8,5,IDEALIZED_SINGLE_PAIR_GRADUAL,1792.0,95.61,87.87080044040272,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,136,64,5,5,IDEALIZED_SINGLE_PAIR_GRADUAL,1792.0,95.53,87.35770522274456,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,137,64,7,5,IDEALIZED_SINGLE_PAIR_GRADUAL,1792.0,95.53,87.69058076189008,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,138,64,6,5,IDEALIZED_SINGLE_PAIR_GRADUAL,1792.0,95.5,87.0983681889504,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,139,64,4,5,IDEALIZED_SINGLE_PAIR_GRADUAL,1792.0,95.38,86.86585305930814,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,140,16,8,4,IDEALIZED_SINGLE_PAIR_GRADUAL,12800.0,95.35,83.13158076941069,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,141,16,5,4,IDEALIZED_SINGLE_PAIR_GRADUAL,12800.0,95.33,82.63815576426512,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,142,16,6,4,IDEALIZED_SINGLE_PAIR_GRADUAL,12800.0,95.31,82.96455567112781,False,False
HfOx_01,10.1109/TNANO.2024.3485213,HfOx,HARDWARE_ONLY,143,16,4,4,IDEALIZED_SINGLE_PAIR_GRADUAL,12800.0,95.18,82.90880642842446,False,False
