device_id,study_id,technology_family,device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,device_state_count_status,parameter_source,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,accuracy,accuracy_loss,pareto_rank_by_cost,is_pareto_optimal,reference_best_accuracy,reference_cheapest_within_0p5pp
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,8,255,0,2,5,203264,16,32,512,94.63,1.6000000000000083,3,True,False,False
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,6,203264,10,64,640,95.99,0.2400000000000091,4,True,False,True
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,6,203264,16,64,1024,96.02,0.2100000000000079,5,True,False,False
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,7,203264,10,128,1280,96.19,0.0400000000000062,6,True,False,False
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,128,5,31,0,2,7,203264,16,128,2048,96.23,0.0,7,True,False,False
TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,1.9030899869919435,0,0,ANALOG,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.34,-0.1099999999999994,8,True,True,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,4,15,0,2,4,203264,10,16,160,77.76,18.47,1,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,8,255,0,2,5,203264,10,32,320,94.05,2.180000000000007,2,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,128,7,127,0,2,5,203264,16,32,512,94.5,1.730000000000004,3,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,6,203264,10,64,640,96.01,0.2199999999999988,4,True,False,True
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,7,203264,10,128,1280,96.22,0.0100000000000051,5,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,128,6,63,0,2,7,203264,16,128,2048,96.26,-0.0300000000000011,6,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,128,6,63,0,2,8,203264,16,256,4096,96.29,-0.0600000000000022,7,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,128,6,63,0,2,10,203264,16,1024,16384,96.31,-0.0799999999999983,8,True,False,False
TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,1.8808135922807916,0,0,GRADUAL_MULTILEVEL,NOT_REPORTED,normalized_from_ratio,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,16,6,63,0,2,8,203264,800,256,204800,96.32,-0.0899999999999892,9,True,True,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,2,3,1,2,4,203264,10,16,160,10.16,86.07000000000001,1,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,128,2,3,1,2,4,203264,16,16,256,10.98,85.25,2,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,3,7,2,4,4,406528,20,16,320,90.46,5.77000000000001,3,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,4,15,3,6,4,609792,30,16,480,94.44,1.7900000000000065,4,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,5,31,4,8,4,813056,40,16,640,95.07,1.1600000000000108,5,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,6,63,5,10,4,1016320,50,16,800,95.15,1.0799999999999983,6,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,4,15,3,6,5,609792,30,32,960,95.89,0.3400000000000034,7,True,False,True
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,6,63,5,10,5,1016320,50,32,1600,96.04,0.1899999999999977,8,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,8,255,7,14,5,1422848,70,32,2240,96.09,0.1400000000000005,9,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,5,31,4,8,6,813056,40,64,2560,96.21,0.0200000000000102,10,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,6,63,5,10,6,1016320,50,64,3200,96.27,-0.039999999999992,11,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,6,63,5,10,9,1016320,50,512,25600,96.29,-0.0600000000000022,12,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,256,6,63,5,10,10,1016320,50,1024,51200,96.3,-0.0699999999999931,13,True,False,False
ZnO_01,10.3390/electronics7120445,ZnO,1000.0,3.0,1,2,DISCRETE_BINARY,REPORTED,normalized_from_ratio,BINARY_BIT_SLICED_DIFFERENTIAL,BIT_SLICED_BINARY_MAPPING,16,6,63,5,10,6,1016320,4000,64,256000,96.31,-0.0799999999999983,14,True,True,False
