device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,predicted_accuracy,tree_disagreement,historical_mean_abs_error_pp,historical_median_abs_error_pp,historical_max_abs_error_pp,historical_validation_rows,validation_adjusted_score,custom_device_name,input_on_off_ratio,input_fixed_state_count,descriptor_distance_to_nearest_known,nearest_known_device
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,4,15,0,2,7,203264,208,128,26624,96.09000840836941,0.027408450551891915,0.8544740838383827,0.0561313055555601,19.846583396825395,50,95.23553432453103,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,4,15,0,2,8,203264,208,256,53248,96.06472711111111,0.013712694834670965,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.8610673889899,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,4,15,0,2,9,203264,208,512,106496,96.05988494444443,0.015874203526380335,0.0600868741991314,0.03171626190476215,0.7014029920634925,50,95.9997980702453,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,4,15,0,2,10,203264,208,1024,212992,96.06243896825396,0.009941951078703326,0.026657990072148103,0.01926421428571955,0.0900187301587323,50,96.0357809781818,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,4,203264,208,16,3328,93.87123342063491,0.12433400072623013,13.919160204920638,10.042912369047627,70.25846577777777,50,79.95207321571426,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,5,203264,208,32,6656,95.8346594206349,0.06386962956671452,7.025727251546232,0.8051925674603169,68.3627975793651,50,88.80893216908868,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,6,203264,208,64,13312,96.11211054761904,0.03740844479024872,2.0809634262481946,0.2142176428571431,35.75193733333334,50,94.03114712137085,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,7,203264,208,128,26624,96.18153042857142,0.023502615288410196,0.885069303780663,0.05736126984126595,20.295167404761912,50,95.29646112479075,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,8,203264,208,256,53248,96.17246026984128,0.030555593115671534,0.22662615883117035,0.03160561507935705,3.95275866017316,50,95.94583411101011,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,9,203264,208,512,106496,96.15640467460318,0.020889972134388524,0.05043705829726089,0.01940974747475365,0.5000176839826906,50,96.10596761630592,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,5,31,0,2,10,203264,208,1024,212992,96.13245009523808,0.015580065082684034,0.02111627759018911,0.0175044087301685,0.0817694603174743,50,96.11133381764789,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,4,203264,208,16,3328,93.93896087301586,0.11725755644329838,13.969023790101014,10.321569785714296,70.71995749999999,50,79.96993708291484,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,5,203264,208,32,6656,95.89546714285714,0.09270619045288109,7.01237709210456,0.8314496984126905,66.34385122222221,50,88.88309005075259,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,6,203264,208,64,13312,96.16366483261183,0.038920992801453586,2.034615817186146,0.17045995634919103,36.00001183333333,50,94.12904901542568,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,7,203264,208,128,26624,96.23877725396827,0.02849998849617696,0.8451837421933613,0.05234217063491535,20.136902658730165,50,95.39359351177491,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,8,203264,208,256,53248,96.24676721428571,0.02377827386929998,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.02788703448773,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,9,203264,208,512,106496,96.25954477777778,0.015154596036674012,0.06404480457431613,0.02445925793650615,0.5736801825396753,50,96.19549997320345,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,6,63,0,2,10,203264,208,1024,212992,96.28860964285714,0.009888140115588364,0.02638976379509553,0.0152372420634918,0.1051215252525281,50,96.26221987906204,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,4,203264,208,16,3328,93.95599092063493,0.14023500266555072,13.927371091370853,10.174159861111118,70.80504147619047,50,80.02861982926407,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,5,203264,208,32,6656,95.9313349047619,0.09273441552034738,6.944436995710955,0.855000000000004,66.56627312698411,50,88.98689790905094,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,6,203264,208,64,13312,96.15443375396826,0.038720943137319365,2.017503891731603,0.166613761904756,35.59298890476191,50,94.13692986223666,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,7,203264,208,128,26624,96.21079375396826,0.028268628685446336,0.8531577695038272,0.0404068968253952,20.48204308802308,50,95.35763598446444,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,8,203264,208,256,53248,96.22917628571429,0.011936128935251096,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.02090179284272,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,9,203264,208,512,106496,96.23348444444444,0.017261486915875916,0.057870747806638534,0.02443523412696885,0.669686317460318,50,96.17561369663781,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,7,127,0,2,10,203264,208,1024,212992,96.21349731746034,0.01124578097216732,0.02400909344877443,0.015000000000000499,0.1025589603174523,50,96.18948822401157,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,4,203264,208,16,3328,93.95983625396826,0.1399333757268679,13.958002076608947,10.419667932539689,70.80504147619047,50,80.00183417735931,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,5,203264,208,32,6656,95.9387141031746,0.08371349628167163,6.973020244191365,0.7867484801587352,66.71240512698412,50,88.96569385898324,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,6,203264,208,64,13312,96.16569051587302,0.04310681272933931,2.017943220014431,0.1567341547619065,35.172635238095246,50,94.1477472958586,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,7,203264,208,128,26624,96.16975993650793,0.044549369045945975,0.854502475445665,0.0619911984126915,20.422252040404047,50,95.31525746106226,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,8,203264,208,256,53248,96.2316211031746,0.020638983883258306,0.21772958133089013,0.038032623015858705,3.505100402597406,50,96.01389152184372,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,9,203264,208,512,106496,96.25140188095239,0.015059905583844253,0.059208815919635595,0.02684562878786775,0.5551619126984235,50,96.19219306503275,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,32,8,255,0,2,10,203264,208,1024,212992,96.24582741269842,0.011549744486813628,0.027455777030748103,0.02172268253968915,0.0835657142857257,50,96.21837163566767,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,4,203264,56,16,896,12.092165785714286,0.47096644860267844,0.6046839893795096,0.5289516984126985,1.90851053968254,50,11.487481796334777,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,5,203264,56,32,1792,11.156500682539683,0.3973194567611732,0.7640331765512266,0.5995133174603176,2.417790587301587,50,10.392467505988456,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,6,203264,56,64,3584,11.463163841269843,0.22115428825385944,0.38292004981240985,0.22476755158730194,1.7231966103896106,50,11.080243791457432,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,7,203264,56,128,7168,11.214580174603176,0.13896902780730025,0.29448756033189033,0.139385238455989,1.989570538961038,50,10.920092614271287,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,8,203264,56,256,14336,11.215444746031746,0.08744622960775711,0.16973063555555565,0.12934264682539703,0.9083719819624818,50,11.04571411047619,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,9,203264,56,512,28672,11.328124325396827,0.10244455977940081,0.14538526580086614,0.12593649603174656,0.3999008650793652,50,11.18273905959596,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,2,3,0,2,10,203264,56,1024,57344,11.242398000000001,0.09672390125147336,0.12430818935064955,0.08721205916306024,0.5597376190476187,50,11.118089810649352,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,4,203264,56,16,896,86.37032671861472,1.5856421216531362,10.800439680649351,4.660730726190479,70.21434982539681,50,75.56988703796537,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,5,203264,56,32,1792,90.72713794444445,0.49737364412872964,6.334291991515148,1.3400173928571348,58.12686032539682,50,84.3928459529293,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,6,203264,56,64,3584,92.05385249999999,0.10118114733462776,3.124937474487733,0.29916177380951575,44.57554614285715,50,88.92891502551225,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,7,203264,56,128,7168,92.08808885714286,0.05641936282596823,1.576258384017094,0.13103819108669512,27.80092998412698,50,90.51183047312577,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,8,203264,56,256,14336,92.18374388167389,0.028421287466316336,0.2705834284271284,0.07115348015872765,4.053711952380951,50,91.91316045324676,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,9,203264,56,512,28672,92.21086088095238,0.015524750499615825,0.1153807669552668,0.0313419880952423,1.1242091746031662,50,92.09548011399711,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,3,7,0,2,10,203264,56,1024,57344,92.21647358152958,0.01019928670460891,0.03447641861471818,0.0160715815295873,0.2663654285714187,50,92.18199716291487,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,4,203264,56,16,896,90.74375321861473,0.5945001572702522,13.71625320881674,10.430831988095242,70.24485515873015,50,77.02750000979799,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,5,203264,56,32,1792,95.43787242207793,0.05950855481364381,6.681273452601844,0.8308962341269748,66.12293591269842,50,88.75659896947609,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,6,203264,56,64,3584,95.8993040952381,0.07369889030071562,1.9995332015440104,0.13794394047618394,36.912790666666666,50,93.89977089369408,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,7,203264,56,128,7168,96.06543824603175,0.027357735889771563,0.8544740838383827,0.0561313055555601,19.846583396825395,50,95.21096416219336,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,8,203264,56,256,14336,96.06163497474746,0.0166259492157052,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85797525262625,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,9,203264,56,512,28672,96.07639087950939,0.022133371844484037,0.0600868741991314,0.03171626190476215,0.7014029920634925,50,96.01630400531026,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,4,15,0,2,10,203264,56,1024,57344,96.0633484047619,0.01391935873179275,0.026657990072148103,0.01926421428571955,0.0900187301587323,50,96.03669041468974,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,4,203264,56,16,896,90.75595882178933,0.286463640873672,13.919160204920638,10.042912369047627,70.25846577777777,50,76.83679861686869,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,5,203264,56,32,1792,95.47955456349207,0.04493490572843098,7.025727251546232,0.8051925674603169,68.3627975793651,50,88.45382731194584,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,6,203264,56,64,3584,96.0767122936508,0.037807217184324435,2.0809634262481946,0.2142176428571431,35.75193733333334,50,93.99574886740261,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,7,203264,56,128,7168,96.19883757142857,0.025590854860245267,0.885069303780663,0.05736126984126595,20.295167404761912,50,95.3137682676479,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,8,203264,56,256,14336,96.18487901587302,0.02687707186869334,0.22662615883117035,0.03160561507935705,3.95275866017316,50,95.95825285704186,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,9,203264,56,512,28672,96.15310106349207,0.014907125972650861,0.05043705829726089,0.01940974747475365,0.5000176839826906,50,96.10266400519481,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,5,31,0,2,10,203264,56,1024,57344,96.14719008730158,0.015231469856473525,0.02111627759018911,0.0175044087301685,0.0817694603174743,50,96.12607380971139,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,4,203264,56,16,896,90.80717051226551,0.27275280148407843,13.969023790101014,10.321569785714296,70.71995749999999,50,76.8381467221645,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,5,203264,56,32,1792,95.51874863492063,0.038727465447161685,7.01237709210456,0.8314496984126905,66.34385122222221,50,88.50637154281607,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,6,203264,56,64,3584,96.08350706349205,0.02797725400026476,2.034615817186146,0.17045995634919103,36.00001183333333,50,94.0488912463059,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,7,203264,56,128,7168,96.2547567063492,0.03197953980953818,0.8451837421933613,0.05234217063491535,20.136902658730165,50,95.40957296415584,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,8,203264,56,256,14336,96.2459586984127,0.032626239738403735,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.02707851861472,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,9,203264,56,512,28672,96.26642919047617,0.018818654048637338,0.06404480457431613,0.02445925793650615,0.5736801825396753,50,96.20238438590185,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,6,63,0,2,10,203264,56,1024,57344,96.28100823015872,0.00870865688400398,0.02638976379509553,0.0152372420634918,0.1051215252525281,50,96.25461846636362,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,4,203264,56,16,896,90.81943617893216,0.299496878788663,13.927371091370853,10.174159861111118,70.80504147619047,50,76.8920650875613,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,5,203264,56,32,1792,95.58365246103897,0.05997561800499776,6.944436995710955,0.855000000000004,66.56627312698411,50,88.63921546532801,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,6,203264,56,64,3584,96.06372795238096,0.046086559129517424,2.017503891731603,0.166613761904756,35.59298890476191,50,94.04622406064935,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,7,203264,56,128,7168,96.25289613492062,0.03293475932021226,0.8531577695038272,0.0404068968253952,20.48204308802308,50,95.3997383654168,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,8,203264,56,256,14336,96.21607782539684,0.01677949659841777,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.00780333252527,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,9,203264,56,512,28672,96.24481903174603,0.01579547882725972,0.057870747806638534,0.02443523412696885,0.669686317460318,50,96.1869482839394,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,7,127,0,2,10,203264,56,1024,57344,96.21762922222223,0.012752004951725234,0.02400909344877443,0.015000000000000499,0.1025589603174523,50,96.19362012877346,TestGradual,50.0,0,0.020908117274374895,HfOx_01
50.0,1.6989700043360187,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,64,8,255,0,2,4,203264,56,16,896,90.80796698845599,0.3189675246099111,13.958002076608947,10.419667932539689,70.80504147619047,50,76.84996491184704,TestGradual,50.0,0,0.020908117274374895,HfOx_01
